id	year	month	date	value	type
LNS13023621	2006	M12	12/1/2006	3243	jobLosers
LNS13023621	2007	M01	01/1/2007	3405	jobLosers
LNS13023621	2007	M02	02/1/2007	3395	jobLosers
LNS13023621	2007	M03	03/1/2007	3169	jobLosers
LNS13023621	2007	M04	04/1/2007	3354	jobLosers
LNS13023621	2007	M05	05/1/2007	3360	jobLosers
LNS13023621	2007	M06	06/1/2007	3383	jobLosers
LNS13023621	2007	M07	07/1/2007	3675	jobLosers
LNS13023621	2007	M08	08/1/2007	3625	jobLosers
LNS13023621	2007	M09	09/1/2007	3591	jobLosers
LNS13023621	2007	M10	10/1/2007	3706	jobLosers
LNS13023621	2007	M11	11/1/2007	3683	jobLosers
LNS13023621	2007	M12	12/1/2007	3871	jobLosers
LNS13023621	2008	M01	01/1/2008	3851	jobLosers
LNS13023621	2008	M02	02/1/2008	3894	jobLosers
LNS13023621	2008	M03	03/1/2008	4119	jobLosers
LNS13023621	2008	M04	04/1/2008	4067	jobLosers
LNS13023621	2008	M05	05/1/2008	4252	jobLosers
LNS13023621	2008	M06	06/1/2008	4390	jobLosers
LNS13023621	2008	M07	07/1/2008	4539	jobLosers
LNS13023621	2008	M08	08/1/2008	4942	jobLosers
LNS13023621	2008	M09	09/1/2008	5257	jobLosers
LNS13023621	2008	M10	10/1/2008	5706	jobLosers
LNS13023621	2008	M11	11/1/2008	6228	jobLosers
LNS13023621	2008	M12	12/1/2008	6653	jobLosers
LNS13023621	2009	M01	01/1/2009	7450	jobLosers
LNS13023621	2009	M02	02/1/2009	8079	jobLosers
LNS13023621	2009	M03	03/1/2009	8539	jobLosers
LNS13023621	2009	M04	04/1/2009	8960	jobLosers
LNS13023621	2009	M05	05/1/2009	9421	jobLosers
LNS13023621	2009	M06	06/1/2009	9529	jobLosers
LNS13023621	2009	M07	07/1/2009	9464	jobLosers
LNS13023621	2009	M08	08/1/2009	9641	jobLosers
LNS13023621	2009	M09	09/1/2009	9956	jobLosers
LNS13023621	2009	M10	10/1/2009	9931	jobLosers
LNS13023621	2009	M11	11/1/2009	9752	jobLosers
LNS13023621	2009	M12	12/1/2009	9591	jobLosers
LNS13023621	2010	M01	01/1/2010	9333	jobLosers
LNS13023621	2010	M02	02/1/2010	9602	jobLosers
LNS13023621	2010	M03	03/1/2010	9576	jobLosers
LNS13023621	2010	M04	04/1/2010	9418	jobLosers
LNS13023621	2010	M05	05/1/2010	9234	jobLosers
LNS13023621	2010	M06	06/1/2010	9038	jobLosers
LNS13023621	2010	M07	07/1/2010	9015	jobLosers
LNS13023621	2010	M08	08/1/2010	9137	jobLosers
LNS13023621	2010	M09	09/1/2010	9134	jobLosers
LNS13023621	2010	M10	10/1/2010	8876	jobLosers
LNS13023621	2010	M11	11/1/2010	9484	jobLosers
LNS13023621	2010	M12	12/1/2010	8807	jobLosers
LNS13023621	2011	M01	01/1/2011	8468	jobLosers
LNS13023621	2011	M02	02/1/2011	8370	jobLosers
LNS13023621	2011	M03	03/1/2011	8346	jobLosers
LNS13023621	2011	M04	04/1/2011	8299	jobLosers
LNS13023621	2011	M05	05/1/2011	8271	jobLosers
LNS13023621	2011	M06	06/1/2011	8157	jobLosers
LNS13023621	2011	M07	07/1/2011	8135	jobLosers
LNS13023621	2011	M08	08/1/2011	8024	jobLosers
LNS13023621	2011	M09	09/1/2011	7990	jobLosers
LNS13023621	2011	M10	10/1/2011	7866	jobLosers
LNS13023621	2011	M11	11/1/2011	7634	jobLosers
LNS13023621	2011	M12	12/1/2011	7531	jobLosers
LNS13023621	2012	M01	01/1/2012	7270	jobLosers
LNS13023621	2012	M02	02/1/2012	7167	jobLosers
LNS13023621	2012	M03	03/1/2012	7051	jobLosers
LNS13023621	2012	M04	04/1/2012	6859	jobLosers
LNS13023621	2012	M05	05/1/2012	6980	jobLosers
LNS13023621	2012	M06	06/1/2012	7106	jobLosers
LNS13023621	2012	M07	07/1/2012	7121	jobLosers
LNS13023621	2012	M08	08/1/2012	6885	jobLosers
LNS13023621	2012	M09	09/1/2012	6508	jobLosers
LNS13023621	2012	M10	10/1/2012	6511	jobLosers
LNS13023621	2012	M11	11/1/2012	6434	jobLosers
LNS13023621	2012	M12	12/1/2012	6475	jobLosers
LNS13023621	2013	M01	01/1/2013	6675	jobLosers
LNS13023621	2013	M02	02/1/2013	6495	jobLosers
LNS13023621	2013	M03	03/1/2013	6321	jobLosers
LNS13023621	2013	M04	04/1/2013	6367	jobLosers
LNS13023621	2013	M05	05/1/2013	6094	jobLosers
LNS13023621	2013	M06	06/1/2013	6089	jobLosers
LNS13023621	2013	M07	07/1/2013	5894	jobLosers
LNS13023621	2013	M08	08/1/2013	5887	jobLosers
LNS13023621	2013	M09	09/1/2013	5803	jobLosers
LNS13023621	2013	M10	10/1/2013	6162	jobLosers
LNS13023621	2013	M11	11/1/2013	5731	jobLosers
LNS13023621	2013	M12	12/1/2013	5366	jobLosers
LNS13023621	2014	M01	01/1/2014	5407	jobLosers
LNS13023621	2014	M02	02/1/2014	5448	jobLosers
LNS13023621	2014	M03	03/1/2014	5489	jobLosers
LNS13023621	2014	M04	04/1/2014	5236	jobLosers
LNS13023621	2014	M05	05/1/2014	5018	jobLosers
LNS13023653	2004	M01	01/1/2004	1032	losersOnLayoff
LNS13023653	2004	M02	02/1/2004	1051	losersOnLayoff
LNS13023653	2004	M03	03/1/2004	1021	losersOnLayoff
LNS13023653	2004	M04	04/1/2004	995	losersOnLayoff
LNS13023653	2004	M05	05/1/2004	956	losersOnLayoff
LNS13023653	2004	M06	06/1/2004	993	losersOnLayoff
LNS13023653	2004	M07	07/1/2004	1045	losersOnLayoff
LNS13023653	2004	M08	08/1/2004	1000	losersOnLayoff
LNS13023653	2004	M09	09/1/2004	940	losersOnLayoff
LNS13023653	2004	M10	10/1/2004	939	losersOnLayoff
LNS13023653	2004	M11	11/1/2004	952	losersOnLayoff
LNS13023653	2004	M12	12/1/2004	958	losersOnLayoff
LNS13023653	2005	M01	01/1/2005	966	losersOnLayoff
LNS13023653	2005	M02	02/1/2005	962	losersOnLayoff
LNS13023653	2005	M03	03/1/2005	944	losersOnLayoff
LNS13023653	2005	M04	04/1/2005	827	losersOnLayoff
LNS13023653	2005	M05	05/1/2005	883	losersOnLayoff
LNS13023653	2005	M06	06/1/2005	971	losersOnLayoff
LNS13023653	2005	M07	07/1/2005	939	losersOnLayoff
LNS13023653	2005	M08	08/1/2005	901	losersOnLayoff
LNS13023653	2005	M09	09/1/2005	1032	losersOnLayoff
LNS13023653	2005	M10	10/1/2005	925	losersOnLayoff
LNS13023653	2005	M11	11/1/2005	899	losersOnLayoff
LNS13023653	2005	M12	12/1/2005	933	losersOnLayoff
LNS13023653	2006	M01	01/1/2006	864	losersOnLayoff
LNS13023653	2006	M02	02/1/2006	890	losersOnLayoff
LNS13023653	2006	M03	03/1/2006	912	losersOnLayoff
LNS13023653	2006	M04	04/1/2006	886	losersOnLayoff
LNS13023653	2006	M05	05/1/2006	930	losersOnLayoff
LNS13023653	2006	M06	06/1/2006	1009	losersOnLayoff
LNS13023653	2006	M07	07/1/2006	940	losersOnLayoff
LNS13023653	2006	M08	08/1/2006	894	losersOnLayoff
LNS13023653	2006	M09	09/1/2006	880	losersOnLayoff
LNS13023653	2006	M10	10/1/2006	950	losersOnLayoff
LNS13023653	2006	M11	11/1/2006	984	losersOnLayoff
LNS13023653	2006	M12	12/1/2006	968	losersOnLayoff
LNS13023653	2007	M01	01/1/2007	1021	losersOnLayoff
LNS13023653	2007	M02	02/1/2007	1038	losersOnLayoff
LNS13023653	2007	M03	03/1/2007	855	losersOnLayoff
LNS13023653	2007	M04	04/1/2007	1000	losersOnLayoff
LNS13023653	2007	M05	05/1/2007	963	losersOnLayoff
LNS13023653	2007	M06	06/1/2007	884	losersOnLayoff
LNS13023653	2007	M07	07/1/2007	1020	losersOnLayoff
LNS13023653	2007	M08	08/1/2007	967	losersOnLayoff
LNS13023653	2007	M09	09/1/2007	921	losersOnLayoff
LNS13023653	2007	M10	10/1/2007	1048	losersOnLayoff
LNS13023653	2007	M11	11/1/2007	992	losersOnLayoff
LNS13023653	2007	M12	12/1/2007	965	losersOnLayoff
LNS13023653	2008	M01	01/1/2008	1066	losersOnLayoff
LNS13023653	2008	M02	02/1/2008	993	losersOnLayoff
LNS13023653	2008	M03	03/1/2008	1074	losersOnLayoff
LNS13023653	2008	M04	04/1/2008	1109	losersOnLayoff
LNS13023653	2008	M05	05/1/2008	1071	losersOnLayoff
LNS13023653	2008	M06	06/1/2008	1092	losersOnLayoff
LNS13023653	2008	M07	07/1/2008	1074	losersOnLayoff
LNS13023653	2008	M08	08/1/2008	1246	losersOnLayoff
LNS13023653	2008	M09	09/1/2008	1345	losersOnLayoff
LNS13023653	2008	M10	10/1/2008	1325	losersOnLayoff
LNS13023653	2008	M11	11/1/2008	1421	losersOnLayoff
LNS13023653	2008	M12	12/1/2008	1505	losersOnLayoff
LNS13023653	2009	M01	01/1/2009	1497	losersOnLayoff
LNS13023653	2009	M02	02/1/2009	1519	losersOnLayoff
LNS13023653	2009	M03	03/1/2009	1614	losersOnLayoff
LNS13023653	2009	M04	04/1/2009	1684	losersOnLayoff
LNS13023653	2009	M05	05/1/2009	1798	losersOnLayoff
LNS13023653	2009	M06	06/1/2009	1712	losersOnLayoff
LNS13023653	2009	M07	07/1/2009	1713	losersOnLayoff
LNS13023653	2009	M08	08/1/2009	1654	losersOnLayoff
LNS13023653	2009	M09	09/1/2009	1894	losersOnLayoff
LNS13023653	2009	M10	10/1/2009	1672	losersOnLayoff
LNS13023653	2009	M11	11/1/2009	1522	losersOnLayoff
LNS13023653	2009	M12	12/1/2009	1496	losersOnLayoff
LNS13023653	2010	M01	01/1/2010	1460	losersOnLayoff
LNS13023653	2010	M02	02/1/2010	1571	losersOnLayoff
LNS13023653	2010	M03	03/1/2010	1663	losersOnLayoff
LNS13023653	2010	M04	04/1/2010	1389	losersOnLayoff
LNS13023653	2010	M05	05/1/2010	1466	losersOnLayoff
LNS13023653	2010	M06	06/1/2010	1352	losersOnLayoff
LNS13023653	2010	M07	07/1/2010	1205	losersOnLayoff
LNS13023653	2010	M08	08/1/2010	1461	losersOnLayoff
LNS13023653	2010	M09	09/1/2010	1339	losersOnLayoff
LNS13023653	2010	M10	10/1/2010	1270	losersOnLayoff
LNS13023653	2010	M11	11/1/2010	1441	losersOnLayoff
LNS13023653	2010	M12	12/1/2010	1367	losersOnLayoff
LNS13023653	2011	M01	01/1/2011	1213	losersOnLayoff
LNS13023653	2011	M02	02/1/2011	1296	losersOnLayoff
LNS13023653	2011	M03	03/1/2011	1247	losersOnLayoff
LNS13023653	2011	M04	04/1/2011	1287	losersOnLayoff
LNS13023653	2011	M05	05/1/2011	1245	losersOnLayoff
LNS13023653	2011	M06	06/1/2011	1191	losersOnLayoff
LNS13023653	2011	M07	07/1/2011	1197	losersOnLayoff
LNS13023653	2011	M08	08/1/2011	1215	losersOnLayoff
LNS13023653	2011	M09	09/1/2011	1198	losersOnLayoff
LNS13023653	2011	M10	10/1/2011	1236	losersOnLayoff
LNS13023653	2011	M11	11/1/2011	1175	losersOnLayoff
LNS13023653	2011	M12	12/1/2011	1225	losersOnLayoff
LNS13023653	2012	M01	01/1/2012	1253	losersOnLayoff
LNS13023653	2012	M02	02/1/2012	1160	losersOnLayoff
LNS13023653	2012	M03	03/1/2012	1148	losersOnLayoff
LNS13023653	2012	M04	04/1/2012	1099	losersOnLayoff
LNS13023653	2012	M05	05/1/2012	1143	losersOnLayoff
LNS13023653	2012	M06	06/1/2012	1264	losersOnLayoff
LNS13023653	2012	M07	07/1/2012	1383	losersOnLayoff
LNS13023653	2012	M08	08/1/2012	1231	losersOnLayoff
LNS13023653	2012	M09	09/1/2012	1170	losersOnLayoff
LNS13023653	2012	M10	10/1/2012	1058	losersOnLayoff
LNS13023653	2012	M11	11/1/2012	1082	losersOnLayoff
LNS13023653	2012	M12	12/1/2012	1110	losersOnLayoff
LNS13023653	2013	M01	01/1/2013	1164	losersOnLayoff
LNS13023653	2013	M02	02/1/2013	1091	losersOnLayoff
LNS13023653	2013	M03	03/1/2013	1118	losersOnLayoff
LNS13023653	2013	M04	04/1/2013	1179	losersOnLayoff
LNS13023653	2013	M05	05/1/2013	980	losersOnLayoff
LNS13023653	2013	M06	06/1/2013	1195	losersOnLayoff
LNS13023653	2013	M07	07/1/2013	1197	losersOnLayoff
LNS13023653	2013	M08	08/1/2013	1059	losersOnLayoff
LNS13023653	2013	M09	09/1/2013	1091	losersOnLayoff
LNS13023653	2013	M10	10/1/2013	1507	losersOnLayoff
LNS13023653	2013	M11	11/1/2013	1128	losersOnLayoff
LNS13023653	2013	M12	12/1/2013	997	losersOnLayoff
LNS13023653	2014	M01	01/1/2014	986	losersOnLayoff
LNS13023653	2014	M02	02/1/2014	1036	losersOnLayoff
LNS13023653	2014	M03	03/1/2014	1051	losersOnLayoff
LNS13023653	2014	M04	04/1/2014	1021	losersOnLayoff
LNS13023653	2014	M05	05/1/2014	1003	losersOnLayoff
LNS13023557	2004	M01	01/1/2004	2550	reentrants
LNS13023557	2004	M02	02/1/2004	2402	reentrants
LNS13023557	2004	M03	03/1/2004	2447	reentrants
LNS13023557	2004	M04	04/1/2004	2327	reentrants
LNS13023557	2004	M05	05/1/2004	2469	reentrants
LNS13023557	2004	M06	06/1/2004	2565	reentrants
LNS13023557	2004	M07	07/1/2004	2280	reentrants
LNS13023557	2004	M08	08/1/2004	2398	reentrants
LNS13023557	2004	M09	09/1/2004	2375	reentrants
LNS13023557	2004	M10	10/1/2004	2397	reentrants
LNS13023557	2004	M11	11/1/2004	2306	reentrants
LNS13023557	2004	M12	12/1/2004	2314	reentrants
LNS13023557	2005	M01	01/1/2005	2327	reentrants
LNS13023557	2005	M02	02/1/2005	2406	reentrants
LNS13023557	2005	M03	03/1/2005	2401	reentrants
LNS13023557	2005	M04	04/1/2005	2373	reentrants
LNS13023557	2005	M05	05/1/2005	2396	reentrants
LNS13023557	2005	M06	06/1/2005	2359	reentrants
LNS13023557	2005	M07	07/1/2005	2407	reentrants
LNS13023557	2005	M08	08/1/2005	2415	reentrants
LNS13023557	2005	M09	09/1/2005	2367	reentrants
LNS13023557	2005	M10	10/1/2005	2337	reentrants
LNS13023557	2005	M11	11/1/2005	2451	reentrants
LNS13023557	2005	M12	12/1/2005	2361	reentrants
LNS13023557	2006	M01	01/1/2006	2261	reentrants
LNS13023557	2006	M02	02/1/2006	2316	reentrants
LNS13023557	2006	M03	03/1/2006	2174	reentrants
LNS13023557	2006	M04	04/1/2006	2172	reentrants
LNS13023557	2006	M05	05/1/2006	2135	reentrants
LNS13023557	2006	M06	06/1/2006	2163	reentrants
LNS13023557	2006	M07	07/1/2006	2372	reentrants
LNS13023557	2006	M08	08/1/2006	2274	reentrants
LNS13023557	2006	M09	09/1/2006	2288	reentrants
LNS13023557	2006	M10	10/1/2006	2255	reentrants
LNS13023557	2006	M11	11/1/2006	2245	reentrants
LNS13023557	2006	M12	12/1/2006	2162	reentrants
LNS13023557	2007	M01	01/1/2007	2199	reentrants
LNS13023557	2007	M02	02/1/2007	2082	reentrants
LNS13023557	2007	M03	03/1/2007	2156	reentrants
LNS13023557	2007	M04	04/1/2007	2162	reentrants
LNS13023557	2007	M05	05/1/2007	2155	reentrants
LNS13023557	2007	M06	06/1/2007	2113	reentrants
LNS13023557	2007	M07	07/1/2007	2054	reentrants
LNS13023557	2007	M08	08/1/2007	2047	reentrants
LNS13023557	2007	M09	09/1/2007	2168	reentrants
LNS13023557	2007	M10	10/1/2007	2086	reentrants
LNS13023557	2007	M11	11/1/2007	2163	reentrants
LNS13023557	2007	M12	12/1/2007	2334	reentrants
LNS13023557	2008	M01	01/1/2008	2203	reentrants
LNS13023557	2008	M02	02/1/2008	2129	reentrants
LNS13023557	2008	M03	03/1/2008	2121	reentrants
LNS13023557	2008	M04	04/1/2008	2119	reentrants
LNS13023557	2008	M05	05/1/2008	2493	reentrants
LNS13023557	2008	M06	06/1/2008	2533	reentrants
LNS13023557	2008	M07	07/1/2008	2662	reentrants
LNS13023557	2008	M08	08/1/2008	2655	reentrants
LNS13023557	2008	M09	09/1/2008	2599	reentrants
LNS13023557	2008	M10	10/1/2008	2623	reentrants
LNS13023557	2008	M11	11/1/2008	2693	reentrants
LNS13023557	2008	M12	12/1/2008	2826	reentrants
LNS13023557	2009	M01	01/1/2009	2806	reentrants
LNS13023557	2009	M02	02/1/2009	2939	reentrants
LNS13023557	2009	M03	03/1/2009	3028	reentrants
LNS13023557	2009	M04	04/1/2009	3107	reentrants
LNS13023557	2009	M05	05/1/2009	3201	reentrants
LNS13023557	2009	M06	06/1/2009	3331	reentrants
LNS13023557	2009	M07	07/1/2009	3260	reentrants
LNS13023557	2009	M08	08/1/2009	3282	reentrants
LNS13023557	2009	M09	09/1/2009	3262	reentrants
LNS13023557	2009	M10	10/1/2009	3411	reentrants
LNS13023557	2009	M11	11/1/2009	3236	reentrants
LNS13023557	2009	M12	12/1/2009	3371	reentrants
LNS13023557	2010	M01	01/1/2010	3652	reentrants
LNS13023557	2010	M02	02/1/2010	3473	reentrants
LNS13023557	2010	M03	03/1/2010	3596	reentrants
LNS13023557	2010	M04	04/1/2010	3761	reentrants
LNS13023557	2010	M05	05/1/2010	3391	reentrants
LNS13023557	2010	M06	06/1/2010	3255	reentrants
LNS13023557	2010	M07	07/1/2010	3383	reentrants
LNS13023557	2010	M08	08/1/2010	3379	reentrants
LNS13023557	2010	M09	09/1/2010	3407	reentrants
LNS13023557	2010	M10	10/1/2010	3491	reentrants
LNS13023557	2010	M11	11/1/2010	3461	reentrants
LNS13023557	2010	M12	12/1/2010	3391	reentrants
LNS13023557	2011	M01	01/1/2011	3361	reentrants
LNS13023557	2011	M02	02/1/2011	3360	reentrants
LNS13023557	2011	M03	03/1/2011	3323	reentrants
LNS13023557	2011	M04	04/1/2011	3397	reentrants
LNS13023557	2011	M05	05/1/2011	3387	reentrants
LNS13023557	2011	M06	06/1/2011	3442	reentrants
LNS13023557	2011	M07	07/1/2011	3389	reentrants
LNS13023557	2011	M08	08/1/2011	3525	reentrants
LNS13023557	2011	M09	09/1/2011	3476	reentrants
LNS13023557	2011	M10	10/1/2011	3388	reentrants
LNS13023557	2011	M11	11/1/2011	3376	reentrants
LNS13023557	2011	M12	12/1/2011	3378	reentrants
LNS13023557	2012	M01	01/1/2012	3303	reentrants
LNS13023557	2012	M02	02/1/2012	3360	reentrants
LNS13023557	2012	M03	03/1/2012	3300	reentrants
LNS13023557	2012	M04	04/1/2012	3360	reentrants
LNS13023557	2012	M05	05/1/2012	3395	reentrants
LNS13023557	2012	M06	06/1/2012	3193	reentrants
LNS13023557	2012	M07	07/1/2012	3365	reentrants
LNS13023557	2012	M08	08/1/2012	3336	reentrants
LNS13023557	2012	M09	09/1/2012	3303	reentrants
LNS13023557	2012	M10	10/1/2012	3321	reentrants
LNS13023557	2012	M11	11/1/2012	3336	reentrants
LNS13023557	2012	M12	12/1/2012	3615	reentrants
LNS13023557	2013	M01	01/1/2013	3520	reentrants
LNS13023557	2013	M02	02/1/2013	3330	reentrants
LNS13023557	2013	M03	03/1/2013	3182	reentrants
LNS13023557	2013	M04	04/1/2013	3131	reentrants
LNS13023557	2013	M05	05/1/2013	3326	reentrants
LNS13023557	2013	M06	06/1/2013	3240	reentrants
LNS13023557	2013	M07	07/1/2013	3234	reentrants
LNS13023557	2013	M08	08/1/2013	3116	reentrants
LNS13023557	2013	M09	09/1/2013	3165	reentrants
LNS13023557	2013	M10	10/1/2013	3104	reentrants
LNS13023557	2013	M11	11/1/2013	3065	reentrants
LNS13023557	2013	M12	12/1/2013	3036	reentrants
LNS13023557	2014	M01	01/1/2014	2937	reentrants
LNS13023557	2014	M02	02/1/2014	2997	reentrants
LNS13023557	2014	M03	03/1/2014	3037	reentrants
LNS13023557	2014	M04	04/1/2014	2620	reentrants
LNS13023557	2014	M05	05/1/2014	2857	reentrants
LNS13023705	2004	M01	01/1/2004	817	jobLeavers
LNS13023705	2004	M02	02/1/2004	822	jobLeavers
LNS13023705	2004	M03	03/1/2004	864	jobLeavers
LNS13023705	2004	M04	04/1/2004	837	jobLeavers
LNS13023705	2004	M05	05/1/2004	841	jobLeavers
LNS13023705	2004	M06	06/1/2004	914	jobLeavers
LNS13023705	2004	M07	07/1/2004	894	jobLeavers
LNS13023705	2004	M08	08/1/2004	878	jobLeavers
LNS13023705	2004	M09	09/1/2004	814	jobLeavers
LNS13023705	2004	M10	10/1/2004	825	jobLeavers
LNS13023705	2004	M11	11/1/2004	881	jobLeavers
LNS13023705	2004	M12	12/1/2004	919	jobLeavers
LNS13023705	2005	M01	01/1/2005	815	jobLeavers
LNS13023705	2005	M02	02/1/2005	955	jobLeavers
LNS13023705	2005	M03	03/1/2005	879	jobLeavers
LNS13023705	2005	M04	04/1/2005	907	jobLeavers
LNS13023705	2005	M05	05/1/2005	931	jobLeavers
LNS13023705	2005	M06	06/1/2005	858	jobLeavers
LNS13023705	2005	M07	07/1/2005	817	jobLeavers
LNS13023705	2005	M08	08/1/2005	828	jobLeavers
LNS13023705	2005	M09	09/1/2005	863	jobLeavers
LNS13023705	2005	M10	10/1/2005	884	jobLeavers
LNS13023705	2005	M11	11/1/2005	913	jobLeavers
LNS13023705	2005	M12	12/1/2005	817	jobLeavers
LNS13023705	2006	M01	01/1/2006	821	jobLeavers
LNS13023705	2006	M02	02/1/2006	872	jobLeavers
LNS13023705	2006	M03	03/1/2006	833	jobLeavers
LNS13023705	2006	M04	04/1/2006	853	jobLeavers
LNS13023705	2006	M05	05/1/2006	862	jobLeavers
LNS13023705	2006	M06	06/1/2006	828	jobLeavers
LNS13023705	2006	M07	07/1/2006	850	jobLeavers
LNS13023705	2006	M08	08/1/2006	854	jobLeavers
LNS13023705	2006	M09	09/1/2006	790	jobLeavers
LNS13023705	2006	M10	10/1/2006	779	jobLeavers
LNS13023705	2006	M11	11/1/2006	788	jobLeavers
LNS13023705	2006	M12	12/1/2006	785	jobLeavers
LNS13023705	2007	M01	01/1/2007	782	jobLeavers
LNS13023705	2007	M02	02/1/2007	846	jobLeavers
LNS13023705	2007	M03	03/1/2007	771	jobLeavers
LNS13023705	2007	M04	04/1/2007	742	jobLeavers
LNS13023705	2007	M05	05/1/2007	750	jobLeavers
LNS13023705	2007	M06	06/1/2007	828	jobLeavers
LNS13023705	2007	M07	07/1/2007	826	jobLeavers
LNS13023705	2007	M08	08/1/2007	797	jobLeavers
LNS13023705	2007	M09	09/1/2007	833	jobLeavers
LNS13023705	2007	M10	10/1/2007	782	jobLeavers
LNS13023705	2007	M11	11/1/2007	772	jobLeavers
LNS13023705	2007	M12	12/1/2007	778	jobLeavers
LNS13023705	2008	M01	01/1/2008	823	jobLeavers
LNS13023705	2008	M02	02/1/2008	796	jobLeavers
LNS13023705	2008	M03	03/1/2008	796	jobLeavers
LNS13023705	2008	M04	04/1/2008	847	jobLeavers
LNS13023705	2008	M05	05/1/2008	868	jobLeavers
LNS13023705	2008	M06	06/1/2008	859	jobLeavers
LNS13023705	2008	M07	07/1/2008	880	jobLeavers
LNS13023705	2008	M08	08/1/2008	1019	jobLeavers
LNS13023705	2008	M09	09/1/2008	995	jobLeavers
LNS13023705	2008	M10	10/1/2008	931	jobLeavers
LNS13023705	2008	M11	11/1/2008	927	jobLeavers
LNS13023705	2008	M12	12/1/2008	990	jobLeavers
LNS13023705	2009	M01	01/1/2009	901	jobLeavers
LNS13023705	2009	M02	02/1/2009	837	jobLeavers
LNS13023705	2009	M03	03/1/2009	882	jobLeavers
LNS13023705	2009	M04	04/1/2009	869	jobLeavers
LNS13023705	2009	M05	05/1/2009	904	jobLeavers
LNS13023705	2009	M06	06/1/2009	819	jobLeavers
LNS13023705	2009	M07	07/1/2009	891	jobLeavers
LNS13023705	2009	M08	08/1/2009	842	jobLeavers
LNS13023705	2009	M09	09/1/2009	880	jobLeavers
LNS13023705	2009	M10	10/1/2009	903	jobLeavers
LNS13023705	2009	M11	11/1/2009	936	jobLeavers
LNS13023705	2009	M12	12/1/2009	923	jobLeavers
LNS13023705	2010	M01	01/1/2010	903	jobLeavers
LNS13023705	2010	M02	02/1/2010	872	jobLeavers
LNS13023705	2010	M03	03/1/2010	888	jobLeavers
LNS13023705	2010	M04	04/1/2010	923	jobLeavers
LNS13023705	2010	M05	05/1/2010	981	jobLeavers
LNS13023705	2010	M06	06/1/2010	893	jobLeavers
LNS13023705	2010	M07	07/1/2010	907	jobLeavers
LNS13023705	2010	M08	08/1/2010	877	jobLeavers
LNS13023705	2010	M09	09/1/2010	807	jobLeavers
LNS13023705	2010	M10	10/1/2010	843	jobLeavers
LNS13023705	2010	M11	11/1/2010	867	jobLeavers
LNS13023705	2010	M12	12/1/2010	924	jobLeavers
LNS13023705	2011	M01	01/1/2011	908	jobLeavers
LNS13023705	2011	M02	02/1/2011	889	jobLeavers
LNS13023705	2011	M03	03/1/2011	888	jobLeavers
LNS13023705	2011	M04	04/1/2011	937	jobLeavers
LNS13023705	2011	M05	05/1/2011	927	jobLeavers
LNS13023705	2011	M06	06/1/2011	974	jobLeavers
LNS13023705	2011	M07	07/1/2011	946	jobLeavers
LNS13023705	2011	M08	08/1/2011	986	jobLeavers
LNS13023705	2011	M09	09/1/2011	976	jobLeavers
LNS13023705	2011	M10	10/1/2011	1058	jobLeavers
LNS13023705	2011	M11	11/1/2011	1019	jobLeavers
LNS13023705	2011	M12	12/1/2011	958	jobLeavers
LNS13023705	2012	M01	01/1/2012	928	jobLeavers
LNS13023705	2012	M02	02/1/2012	1035	jobLeavers
LNS13023705	2012	M03	03/1/2012	1101	jobLeavers
